Wall time,Step,Value
1702451213.0927024,2048,0.9302251958847046
1702451214.1117938,4096,0.9720312356948853
1702451215.2708695,6144,0.9614633321762085
1702451216.45977,8192,0.9668024778366089
1702451217.6545973,10240,0.9585035443305969
1702451218.9855492,12288,0.9028956294059753
1702451220.1608503,14336,0.9525718092918396
1702451221.40207,16384,0.947553277015686
1702451222.4891093,18432,0.9739140868186951
1702451223.4854207,20480,0.9640147089958191
1702451224.492005,22528,0.9478607773780823
1702451225.646942,24576,0.9559154510498047
1702451226.787088,26624,0.9593824148178101
1702451227.7374215,28672,0.9034972190856934
1702451228.7719367,30720,0.8968066573143005
1702451229.7746098,32768,0.9223257303237915
1702451230.9039125,34816,0.899711549282074
1702451231.877677,36864,0.9561160802841187
1702451233.0684938,38912,0.9500299096107483
1702451234.1923912,40960,0.9659539461135864
1702451235.2280939,43008,0.9633249640464783
1702451236.3000972,45056,0.963889479637146
1702451237.4521255,47104,0.9126222729682922
1702451238.6763012,49152,0.9377663135528564
1702451239.8491352,51200,0.9202508926391602
1702451240.9948564,53248,0.9323278665542603
1702451242.1850543,55296,0.9619640111923218
1702451243.3944669,57344,0.9875195026397705
1702451244.5000312,59392,0.9685510993003845
1702451245.6603124,61440,0.942598819732666
1702451246.6364489,63488,0.8985650539398193
1702451247.7791858,65536,0.9208043217658997
1702451248.9367394,67584,0.917337954044342
1702451250.0987816,69632,0.9665625095367432
1702451251.2491086,71680,0.9227924346923828
1702451252.3719554,73728,0.8851171731948853
1702451253.5061157,75776,0.926454484462738
1702451254.6797097,77824,0.9534375071525574
1702451255.7395914,79872,0.9666517972946167
1702451256.7540193,81920,0.9480894207954407
1702451257.728667,83968,0.915052056312561
1702451258.7477105,86016,0.9166322946548462
1702451259.7772837,88064,0.9687374234199524
1702451260.787313,90112,0.9399622678756714
1702451261.766111,92160,0.9299814105033875
1702451262.8839493,94208,0.9284077286720276
1702451263.8744287,96256,0.9444719552993774
1702451264.9441862,98304,0.8919084668159485
1702451266.1961908,100352,0.9580973982810974
1702451267.2905152,102400,0.8969824314117432
1702451268.325762,104448,0.8642795085906982
1702451269.3026052,106496,0.92188560962677
1702451270.257307,108544,0.9291406273841858
1702451271.2400427,110592,0.9351376295089722
1702451272.3563616,112640,0.9476000070571899
1702451273.3293982,114688,0.9416128993034363
1702451274.4496207,116736,0.9315553903579712
1702451275.5526574,118784,0.9652729034423828
1702451276.7313995,120832,0.9567207098007202
1702451277.833749,122880,0.9654829502105713
1702451278.9245446,124928,0.9244664311408997
1702451279.8711047,126976,0.9569209218025208
