Wall time,Step,Value
1709921073.1044598,0,-0.032200035095214845
1709921073.554704,2200,0.20700000000000002
1709921074.0271573,4400,0.10810001754760742
1709921074.4938676,6600,-0.22079996490478518
1709921074.9435623,8800,-0.2552999649047852
1709921075.3877456,11000,0.059799964904785154
1709921075.8358998,13200,-0.09889998245239258
1709921076.2852976,15400,-0.01839998245239258
1709921076.729202,17600,0.055200035095214844
1709921077.1739593,19800,0.0575
1709921077.6316593,22000,-0.09200000000000001
1709921078.114911,24200,-0.14260001754760743
1709921078.5735755,26400,-0.161
1709921079.0275948,28600,-0.39789998245239255
1709921079.482123,30800,0.07129996490478517
1709921079.9308352,33000,-0.027600017547607422
1709921080.385754,35200,-0.06670003509521485
1709921080.8464096,37400,-0.0022999649047851563
1709921081.2906978,39600,0.1863000087738037
1709921081.7395918,41800,0.2161999912261963
1709921082.1881235,44000,0.11039998245239259
1709921082.6279914,46200,-0.032200035095214845
1709921083.0770485,48400,0.25300000000000006
1709921083.530151,50600,0.15410001754760744
1709921083.9634464,52800,0.34039998245239256
1709921084.4094827,55000,0.11039998245239259
1709921084.868518,57200,0.1863000087738037
1709921085.324025,59400,0.21389998245239258
1709921085.7728496,61600,0.23
1709921086.2109144,63800,0.23689998245239258
1709921086.6513155,66000,0.28060001754760744
1709921087.1218903,68200,0.004600017547607422
1709921087.5822248,70400,0.26910001754760743
1709921088.0338087,72600,-0.06210001754760742
1709921088.485688,74800,0.47610001754760745
1709921088.9370492,77000,0.24380000877380376
1709921089.3767152,79200,0.5313000087738038
1709921089.823766,81400,0.3151000175476074
1709921090.276878,83600,0.3173999824523926
1709921090.7319891,85800,0.15179996490478517
1709921091.1905546,110000,0.23460001754760745
1709921091.648023,112200,0.28060001754760744
1709921092.099263,114400,-0.03679996490478516
1709921092.5857558,116600,0.46
1709921093.0304778,118800,0.391
1709921093.472837,121000,0.37719999122619635
1709921093.920893,123200,0.3818000087738037
1709921094.4020174,125400,0.4025
1709921094.8667588,127600,0.1931999912261963
1709921095.380793,129800,0.3151000175476074
1709921095.8630252,132000,0.5473999824523925
1709921096.3839178,134200,0.2023999824523926
1709921096.8376195,136400,0.009200035095214843
1709921097.2845252,138600,0.276
1709921097.7259414,140800,0.48300000000000004
1709921098.170228,143000,0.3173999824523926
1709921098.6218822,145200,0.34500000000000003
1709921099.0939705,147400,0.28980000877380374
1709921099.586477,149600,0.40939998245239256
1709921100.027633,151800,0.4438999824523926
1709921100.480904,154000,0.6854000043869019
1709921100.9206128,156200,0.46460001754760744
1709921101.3823955,158400,0.5496999912261963
1709921101.8460004,160600,0.29210001754760745
1709921102.3101768,162800,0.391
1709921102.7625144,165000,0.36800000000000005
1709921103.1840997,167200,0.6900000000000001
1709921103.6003942,169400,0.552
1709921104.0158386,171600,0.825700002193451
1709921104.483343,173800,0.6900000000000001
1709921104.9665747,176000,0.6025999956130982
1709921105.4487598,178200,0.6186999912261963
1709921105.9018128,180400,0.7245
1709921106.3455517,182600,0.6164000043869019
1709921106.7945604,184800,0.6646999912261964
1709921107.2458806,187000,0.644
1709921107.683846,189200,0.7842999978065491
1709921108.1328495,191400,0.6416999912261964
1709921108.582667,193600,0.6301999912261964
1709921109.0658007,195800,0.5106000175476074
1709921109.5398211,220000,0.6991999912261964
1709921109.9755626,222200,0.7405999956130982
1709921110.4164536,224400,0.6578000087738037
1709921110.8564317,226600,0.7268000087738038
1709921111.3060288,228800,0.6071999912261964
1709921111.7480245,231000,0.5980000000000001
1709921112.1827748,233200,0.6624000043869018
1709921112.6352448,235400,0.37719999122619635
1709921113.1426678,237600,0.667
1709921113.6188498,239800,0.5726999912261963
1709921114.0804968,242000,0.5750000000000001
1709921114.6032372,244200,0.5060000000000001
1709921115.052725,246400,1.030400004386902
1709921115.5004833,248600,0.3818000087738037
1709921115.9504163,250800,0.6186999912261963
1709921116.3897252,253000,0.5336000175476074
1709921116.8390522,255200,0.6854000043869019
1709921117.2605655,257400,0.8280000000000001
1709921117.6860712,259600,0.7221999912261964
1709921118.1126144,261800,0.759
1709921118.547006,264000,0.759
1709921118.9640355,266200,0.759
1709921119.4135494,268400,0.8095999956130981
1709921119.8811793,270600,0.8372000021934509
1709921120.2995627,272800,0.8004000043869018
1709921120.7111187,275000,0.7245
1709921121.1744244,277200,0.8372000021934509
1709921121.641454,279400,0.745200002193451
1709921122.1098855,281600,0.7567000021934509
1709921122.5985432,283800,0.8004000043869018
1709921123.047975,286000,0.7130000000000001
1709921123.5083003,288200,0.8142000021934509
1709921123.9791183,290400,0.805
1709921124.427263,292600,0.8693999989032746
1709921124.9111454,294800,0.825700002193451
1709921125.4452043,297000,0.8786000010967255
1709921125.9449024,299200,0.9107999998629094
1709921126.4727094,301400,0.7106999912261963
1709921126.964715,303600,0.874
1709921127.4702458,305800,0.8693999989032746
1709921127.9733672,330000,0.8831999994516373
1709921128.4690557,332200,0.8786000010967255
1709921129.0227034,334400,0.9338000005483628
1709921129.4993377,336600,0.8372000021934509
1709921129.957552,338800,0.8095999956130981
1709921130.4253223,341000,0.8510000000000001
1709921130.894526,343200,0.8786000010967255
1709921131.351618,345400,0.7727999978065492
1709921131.818664,347600,0.9107999998629094
1709921132.303811,349800,0.8187999978065491
1709921132.759145,352000,0.8763000005483628
1709921133.208025,354200,0.8417999978065491
1709921133.6755855,356400,0.9107999998629094
1709921134.1441183,358600,0.8693999989032746
1709921134.616343,360800,0.9061999994516373
1709921135.0734813,363000,0.8326000010967255
1709921135.541955,365200,0.874
1709921135.98328,367400,0.92
1709921136.4322848,369600,0.8463999989032746
1709921136.8839073,371800,0.897
1709921137.3837507,374000,0.9223000000342726
1709921137.844427,376200,0.8463999989032746
1709921138.3041108,378400,0.8372000021934509
1709921138.7574863,380600,0.9107999998629094
1709921139.2136338,382800,0.8786000010967255
1709921139.6425328,385000,0.874
1709921140.068539,387200,0.9384000002741814
1709921140.5235248,389400,0.92
1709921140.9730475,391600,0.9061999994516373
1709921141.4265895,393800,0.8786000010967255
1709921141.9153724,396000,0.9015999997258187
1709921142.3655818,398200,0.8510000000000001
1709921142.805796,400400,0.8786000010967255
1709921143.2296042,402600,0.9107999998629094
1709921143.6494167,404800,0.8647999978065491
1709921144.0677757,407000,0.897
1709921144.4874713,409200,0.8923999989032746
1709921144.9280734,411400,0.8556000010967255
1709921145.405522,413600,0.8693999989032746
1709921145.9460752,415800,0.8647999978065491
1709921146.415558,440000,0.8923999989032746
1709921146.9157844,442200,0.9061999994516373
1709921147.3610294,444400,0.8326000010967255
1709921147.8514862,446600,0.8234000043869019
1709921148.2764735,448800,0.8878000005483627
1709921148.7255518,451000,0.8602000021934509
1709921149.1724288,453200,0.9015999997258187
1709921149.6527555,455400,0.9061999994516373
1709921150.1063874,457600,0.9153999999314547
1709921150.5803668,459800,0.8463999989032746
1709921151.0460136,462000,0.9384000002741814
1709921151.496146,464200,0.9107999998629094
1709921151.9488628,466400,0.9061999994516373
1709921152.475208,468600,0.9521999994516374
1709921152.9225745,470800,0.897
1709921153.3843613,473000,0.9153999999314547
1709921153.8933787,475200,0.8878000005483627
1709921154.3323953,477400,0.897
1709921154.7705216,479600,0.8831999994516373
1709921155.2170625,481800,0.9107999998629094
1709921155.6659608,484000,0.9521999994516374
1709921156.1182175,486200,0.9153999999314547
1709921156.576581,488400,0.9153999999314547
1709921157.020017,490600,0.9107999998629094
1709921157.4735525,492800,0.9153999999314547
1709921157.9150164,495000,0.9107999998629094
1709921158.3636196,497200,0.8831999994516373
1709921158.804299,499400,0.9292000001370908
1709921159.2707953,501600,0.8786000010967255
1709921159.7230694,503800,0.9153999999314547
1709921160.1694102,506000,0.9015999997258187
1709921160.6215613,508200,0.9061999994516373
1709921161.0759377,510400,0.9015999997258187
1709921161.5252607,512600,0.897
1709921161.9806647,514800,0.897
1709921162.4298842,517000,0.9153999999314547
1709921162.867245,519200,0.9153999999314547
1709921163.3205087,521400,0.9107999998629094
1709921163.7583864,523600,0.9061999994516373
1709921164.2075489,525800,0.9107999998629094
1709921164.6587856,550000,0.9015999997258187
1709921165.116841,552200,0.8372000021934509
1709921165.591372,554400,0.874
1709921166.043252,556600,0.9521999994516374
1709921166.5004122,558800,0.9176999999657274
1709921166.9568584,561000,0.92
1709921167.413902,563200,0.9015999997258187
1709921167.8873277,565400,0.9843999989032747
1709921168.3339167,567600,0.9015999997258187
1709921168.787984,569800,0.92
1709921169.2432084,572000,0.9061999994516373
1709921169.6797268,574200,0.9107999998629094
1709921170.1650848,576400,0.9728999989032745
1709921170.6169205,578600,0.8786000010967255
1709921171.0729299,580800,0.92
1709921171.520959,583000,0.9015999997258187
1709921171.9721196,585200,0.9153999999314547
1709921172.416639,587400,0.8556000010967255
1709921172.9280303,589600,0.897
1709921173.3727415,591800,0.92
1709921173.8300078,594000,0.8878000005483627
1709921174.2798269,596200,0.874
1709921174.7374246,598400,0.897
1709921175.1917663,600600,0.8923999989032746
1709921175.6419282,602800,0.92
1709921176.1037054,605000,0.9061999994516373
1709921176.576382,607200,0.9015999997258187
1709921177.0634289,609400,0.8786000010967255
1709921177.5226827,611600,0.9107999998629094
1709921177.9811707,613800,0.8693999989032746
1709921178.4471786,616000,0.8831999994516373
1709921178.8977625,618200,0.9406999994516374
1709921179.3573115,620400,0.8923999989032746
1709921179.836454,622600,0.8923999989032746
1709921180.3219707,624800,0.9015999997258187
1709921180.7918866,627000,0.9269000002741814
1709921181.2781096,629200,0.9107999998629094
1709921181.7426965,631400,0.8878000005483627
1709921182.2068257,633600,0.9015999997258187
1709921182.6666775,635800,0.8855000000000001
1709921183.1036458,660000,0.9039000002741814
1709921183.5560796,662200,0.9269000002741814
1709921184.012098,664400,0.9061999994516373
1709921184.533366,666600,0.9015999997258187
1709921185.001777,668800,0.8878000005483627
1709921185.4600143,671000,0.943
1709921185.9006815,673200,0.9107999998629094
1709921186.3552687,675400,0.9085000000000001
1709921186.8616643,677600,0.9153999999314547
1709921187.3184505,679800,0.897
1709921187.773827,682000,0.9061999994516373
1709921188.249638,684200,0.9107999998629094
1709921188.7130775,686400,0.9085000000000001
1709921189.1890745,688600,0.9107999998629094
1709921189.6543195,690800,0.9153999999314547
1709921190.1076832,693000,0.9107999998629094
1709921190.5560832,695200,0.943
1709921191.024483,697400,0.92
1709921191.4909303,699600,0.9015999997258187
1709921191.9487183,701800,0.9015999997258187
1709921192.4146554,704000,0.9039000002741814
1709921192.876259,706200,0.9476000010967255
1709921193.3193808,708400,0.8831999994516373
1709921193.7776837,710600,0.9107999998629094
1709921194.2813604,712800,0.874
1709921194.7388468,715000,0.9107999998629094
1709921195.195723,717200,0.9015999997258187
1709921195.650146,719400,0.92
1709921196.0968323,721600,0.8923999989032746
1709921196.5611594,723800,0.9107999998629094
1709921196.991765,726000,0.9223000000342726
1709921197.4309342,728200,0.9107999998629094
1709921197.8920867,730400,0.9107999998629094
1709921198.3734558,732600,0.92
1709921198.8231902,734800,0.9107999998629094
1709921199.283964,737000,0.9153999999314547
1709921199.7763453,739200,0.9015999997258187
1709921200.2309742,741400,0.9015999997258187
1709921200.697045,743600,0.9153999999314547
1709921201.1640735,745800,0.92
1709921201.6255913,770000,0.9015999997258187
1709921202.1361487,772200,0.9107999998629094
1709921202.6221812,774400,0.9061999994516373
1709921203.0800138,776600,0.9107999998629094
1709921203.5176785,778800,0.9015999997258187
1709921203.9669275,781000,0.9153999999314547
1709921204.4220603,783200,0.9153999999314547
1709921204.874311,785400,0.9015999997258187
1709921205.3596585,787600,0.9153999999314547
1709921205.8587635,789800,0.9107999998629094
1709921206.3185267,792000,0.92
1709921206.778574,794200,0.9015999997258187
1709921207.2410715,796400,0.92
1709921207.7008638,798600,0.8923999989032746
1709921208.1401246,800800,0.92
1709921208.6163948,803000,0.9153999999314547
1709921209.1142306,805200,0.92
1709921209.626614,807400,0.9153999999314547
1709921210.143278,809600,0.92
1709921210.6418984,811800,0.8923999989032746
1709921211.1299694,814000,0.9153999999314547
1709921211.620213,816200,0.897
1709921212.1352706,818400,0.9153999999314547
1709921212.6353767,820600,0.9061999994516373
1709921213.1430411,822800,0.92
1709921213.6722713,825000,0.92
1709921214.156549,827200,0.9153999999314547
1709921214.6550226,829400,0.92
1709921215.1547973,831600,0.9153999999314547
1709921215.6685553,833800,0.92
1709921216.166295,836000,0.92
1709921216.6689513,838200,0.9153999999314547
1709921217.1669862,840400,0.92
1709921217.6664622,842600,0.92
1709921218.1684403,844800,0.92
1709921218.6958318,847000,0.9107999998629094
1709921219.2054482,849200,0.92
1709921219.7001758,851400,0.92
1709921220.1979809,853600,0.92
1709921220.6930852,855800,0.897
1709921221.1865237,880000,0.9153999999314547
1709921221.6806808,882200,0.92
1709921222.1685703,884400,0.92
1709921222.664859,886600,0.92
1709921223.193833,888800,0.92
1709921223.6335857,891000,0.9107999998629094
1709921224.0585027,893200,0.92
1709921224.5340824,895400,0.9015999997258187
1709921224.970819,897600,0.9153999999314547
1709921225.411706,899800,0.92
1709921225.847781,902000,0.92
1709921226.2821925,904200,0.92
1709921226.723497,906400,0.92
1709921227.1348372,908600,0.92
1709921227.5296853,910800,0.92
1709921227.9174502,913000,0.9153999999314547
1709921228.287881,915200,0.92
1709921228.6753101,917400,0.92
1709921229.0651627,919600,0.92
1709921229.473189,921800,0.92
1709921229.9174771,924000,0.92
1709921230.4097037,926200,0.9015999997258187
1709921230.9445648,928400,0.9015999997258187
1709921231.442,930600,0.92
1709921231.8987648,932800,0.9153999999314547
1709921232.3573647,935000,0.92
1709921232.8284883,937200,0.9153999999314547
1709921233.2833571,939400,0.92
1709921233.7422268,941600,0.92
1709921234.2039824,943800,0.9153999999314547
1709921234.6680346,946000,0.92
1709921235.1290872,948200,0.897
1709921235.5802357,950400,0.92
1709921236.0431018,952600,0.92
1709921236.4979446,954800,0.92
1709921236.9527538,957000,0.92
